iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients
NLD,Europe,Netherlands,2020-09-18,92508,1896,1566.429,6293,8,3.143,5266.904,107.948,89.184,358.289,0.455,0.179,1.44,58
NLD,Europe,Netherlands,2020-09-19,94362,1854,1675.714,6295,2,3.286,5372.46,105.557,95.406,358.403,0.114,0.187,1.43,67
NLD,Europe,Netherlands,2020-09-20,96579,2217,1804.429,6299,4,3.714,5498.684,126.224,102.734,358.631,0.228,0.211,1.43,77
NLD,Europe,Netherlands,2020-09-21,98831,2252,1929.143,6301,2,3.714,5626.901,128.217,109.835,358.745,0.114,0.211,1.42,85
NLD,Europe,Netherlands,2020-09-22,101191,2360,2046,6311,10,4.857,5761.266,134.366,116.488,359.314,0.569,0.277,1.4,91
NLD,Europe,Netherlands,2020-09-23,103757,2566,2161,6317,6,5.429,5907.361,146.094,123.036,359.656,0.342,0.309,1.39,104
NLD,Europe,Netherlands,2020-09-24,106536,2779,2274.857,6334,17,7,6065.582,158.221,129.518,360.624,0.968,0.399,1.38,106
NLD,Europe,Netherlands,2020-09-25,109258,2722,2392.857,6350,16,8.143,6220.558,154.976,136.236,361.535,0.911,0.464,1.37,116
NLD,Europe,Netherlands,2020-09-26,112259,3001,2556.714,6388,38,13.286,6391.418,170.861,145.565,363.698,2.164,0.756,1.37,122
NLD,Europe,Netherlands,2020-09-27,115184,2925,2657.857,6396,8,13.857,6557.952,166.534,151.324,364.154,0.455,0.789,1.35,127
NLD,Europe,Netherlands,2020-09-28,118196,3012,2766.429,6402,6,14.429,6729.439,171.487,157.505,364.495,0.342,0.821,1.34,142
NLD,Europe,Netherlands,2020-09-29,121504,3308,2901.857,6415,13,14.857,6917.779,188.34,165.216,365.235,0.74,0.846,1.34,142
NLD,Europe,Netherlands,2020-09-30,124764,3260,3001,6428,13,15.857,7103.385,185.607,170.861,365.975,0.74,0.903,1.34,150
NLD,Europe,Netherlands,2020-10-01,128590,3826,3150.571,6441,13,15.286,7321.217,217.832,179.376,366.716,0.74,0.87,1.35,152
NLD,Europe,Netherlands,2020-10-02,132563,3973,3329.286,6450,9,14.286,7547.418,226.201,189.551,367.228,0.512,0.813,1.37,160
NLD,Europe,Netherlands,2020-10-03,136570,4007,3473,6471,21,11.857,7775.555,228.137,197.734,368.424,1.196,0.675,1.39,156
NLD,Europe,Netherlands,2020-10-04,141150,4580,3709.429,6476,5,11.429,8036.315,260.76,211.195,368.708,0.285,0.651,1.4,163
NLD,Europe,Netherlands,2020-10-05,145685,4535,3927,6476,0,10.571,8294.513,258.198,223.582,368.708,0,0.602,1.41,177
NLD,Europe,Netherlands,2020-10-06,150677,4992,4167.571,6504,28,12.714,8578.731,284.217,237.279,370.302,1.594,0.724,1.42,190
NLD,Europe,Netherlands,2020-10-07,156508,5831,4534.857,6540,36,16,8910.716,331.986,258.19,372.352,2.05,0.911,1.43,210
NLD,Europe,Netherlands,2020-10-08,162480,5972,4841.429,6553,13,16,9250.73,340.013,275.645,373.092,0.74,0.911,1.43,228
NLD,Europe,Netherlands,2020-10-09,168983,6503,5202.857,6566,13,16.571,9620.975,370.246,296.222,373.832,0.74,0.943,1.43,239
NLD,Europe,Netherlands,2020-10-10,175360,6377,5541.429,6589,23,16.857,9984.047,363.072,315.499,375.142,1.309,0.96,1.42,235
NLD,Europe,Netherlands,2020-10-11,182208,6848,5865.429,6606,17,18.571,10373.935,389.888,333.946,376.11,0.968,1.057,1.4,247
NLD,Europe,Netherlands,2020-10-12,189586,7378,6271.571,6618,12,20.286,10793.998,420.063,357.069,376.793,0.683,1.155,1.39,252
NLD,Europe,Netherlands,2020-10-13,196882,7296,6600.714,6653,35,21.286,11209.393,415.395,375.809,378.786,1.993,1.212,1.36,277
NLD,Europe,Netherlands,2020-10-14,204683,7801,6882.143,6685,32,20.714,11653.539,444.147,391.832,380.608,1.822,1.179,1.33,301
NLD,Europe,Netherlands,2020-10-15,212675,7992,7170.714,6714,29,23,12108.561,455.021,408.262,382.259,1.651,1.309,1.3,313
NLD,Europe,Netherlands,2020-10-16,220798,8123,7402.143,6730,16,23.429,12571.04,462.48,421.438,383.17,0.911,1.334,1.28,345
NLD,Europe,Netherlands,2020-10-17,228983,8185,7660.429,6759,29,24.286,13037.05,466.009,436.143,384.821,1.651,1.383,1.26,352
NLD,Europe,Netherlands,2020-10-18,236979,7996,7824.429,6773,14,23.857,13492.298,455.249,445.481,385.618,0.797,1.358,1.24,364
NLD,Europe,Netherlands,2020-10-19,245147,8168,7937.286,6790,17,24.571,13957.34,465.042,451.906,386.586,0.968,1.399,1.23,379
NLD,Europe,Netherlands,2020-10-20,253890,8743,8144,6836,46,26.143,14455.119,497.779,463.675,389.205,2.619,1.488,1.23,419
NLD,Europe,Netherlands,2020-10-21,263174,9284,8355.857,6895,59,30,14983.7,528.581,475.737,392.564,3.359,1.708,1.22,450
NLD,Europe,Netherlands,2020-10-22,273170,9996,8642.143,6941,46,32.429,15552.818,569.118,492.037,395.183,2.619,1.846,1.2,463
NLD,Europe,Netherlands,2020-10-23,281828,8658,8718.571,6986,45,36.571,16045.757,492.94,496.388,397.745,2.562,2.082,1.19,472
NLD,Europe,Netherlands,2020-10-24,292034,10206,9007.286,7041,55,40.286,16626.831,581.074,512.826,400.876,3.131,2.294,1.19,501
NLD,Europe,Netherlands,2020-10-25,302381,10347,9343.143,7068,27,42.143,17215.933,589.102,531.948,402.414,1.537,2.399,1.18,490
NLD,Europe,Netherlands,2020-10-26,312678,10297,9647.286,7094,26,43.429,17802.189,586.255,549.264,403.894,1.48,2.473,1.15,506
NLD,Europe,Netherlands,2020-10-27,320783,8105,9556.143,7164,70,46.857,18263.644,461.455,544.075,407.879,3.985,2.668,1.11,529
NLD,Europe,Netherlands,2020-10-28,331060,10277,9698,7224,60,47,18848.76,585.117,552.152,411.295,3.416,2.676,1.09,545
NLD,Europe,Netherlands,2020-10-29,342179,11119,9858.429,7280,56,48.429,19481.816,633.056,561.285,414.484,3.188,2.757,1.06,553
NLD,Europe,Netherlands,2020-10-30,352000,9821,10024.571,7367,87,54.429,20040.97,559.154,570.745,419.437,4.953,3.099,1.02,567
NLD,Europe,Netherlands,2020-10-31,360687,8687,9807.571,7417,50,53.714,20535.561,494.591,558.39,422.284,2.847,3.058,0.98,584
NLD,Europe,Netherlands,2020-11-01,368978,8291,9513.857,7456,39,55.429,21007.605,472.045,541.667,424.504,2.22,3.156,0.94,583
NLD,Europe,Netherlands,2020-11-02,376734,7756,9150.857,7485,29,55.857,21449.19,441.585,521,426.155,1.651,3.18,0.91,587
NLD,Europe,Netherlands,2020-11-03,384382,7648,9085.571,7598,113,62,21884.626,435.436,517.283,432.589,6.434,3.53,0.87,609
NLD,Europe,Netherlands,2020-11-04,391358,6976,8614,7704,106,68.571,22281.801,397.176,490.434,438.624,6.035,3.904,0.83,612
NLD,Europe,Netherlands,2020-11-05,398607,7249,8061.143,7792,88,73.143,22694.52,412.719,458.958,443.634,5.01,4.164,0.8,607
NLD,Europe,Netherlands,2020-11-06,405278,6671,7611.143,7910,118,77.571,23074.33,379.811,433.337,450.352,6.718,4.416,0.78,603
NLD,Europe,Netherlands,2020-11-07,410951,5673,7180.571,7983,73,80.857,23397.32,322.99,408.823,454.509,4.156,4.604,0.76,602
NLD,Europe,Netherlands,2020-11-08,415635,4684,6665.286,8027,44,81.571,23664.002,266.682,379.485,457.014,2.505,4.644,0.76,598
NLD,Europe,Netherlands,2020-11-09,420308,4673,6224.857,8066,39,83,23930.057,266.055,354.41,459.234,2.22,4.726,0.77,600
NLD,Europe,Netherlands,2020-11-10,425727,5419,5906.429,8164,98,80.857,24238.585,308.528,336.28,464.814,5.58,4.604,0.79,598
NLD,Europe,Netherlands,2020-11-11,431363,5636,5715,8238,74,76.286,24559.469,320.883,325.381,469.027,4.213,4.343,0.8,606
NLD,Europe,Netherlands,2020-11-12,437458,6095,5550.143,8327,89,76.429,24906.485,347.016,315.995,474.094,5.067,4.351,0.82,595
NLD,Europe,Netherlands,2020-11-13,443381,5923,5443.286,8382,55,67.429,25243.708,337.223,309.911,477.226,3.131,3.839,0.83,609
NLD,Europe,Netherlands,2020-11-14,448794,5413,5406.143,8467,85,69.143,25551.895,308.187,307.796,482.065,4.839,3.937,0.84,595
NLD,Europe,Netherlands,2020-11-15,453634,4840,5428.429,8510,43,69,25827.459,275.563,309.065,484.513,2.448,3.928,0.85,586
NLD,Europe,Netherlands,2020-11-16,457942,4308,5376.286,8554,44,69.714,26072.733,245.274,306.097,487.018,2.505,3.969,0.87,573
NLD,Europe,Netherlands,2020-11-17,462566,4624,5262.714,8640,86,68,26335.998,263.265,299.63,491.915,4.896,3.872,0.88,576
NLD,Europe,Netherlands,2020-11-18,468221,5655,5265.429,8722,82,69.143,26657.963,321.965,299.785,496.583,4.669,3.937,0.9,559
NLD,Europe,Netherlands,2020-11-19,474163,5942,5243.571,8795,73,66.857,26996.269,338.305,298.541,500.74,4.156,3.806,0.92,555
NLD,Europe,Netherlands,2020-11-20,480243,6080,5266,8847,52,66.429,27342.431,346.162,299.817,503.7,2.961,3.782,0.93,547
NLD,Europe,Netherlands,2020-11-21,485644,5401,5264.286,8895,48,61.143,27649.934,307.504,299.72,506.433,2.733,3.481,0.93,550
NLD,Europe,Netherlands,2020-11-22,490825,5181,5313,8916,21,58,27944.912,294.978,302.493,507.629,1.196,3.302,0.93,540
NLD,Europe,Netherlands,2020-11-23,494756,3931,5259.143,8970,54,59.429,28168.722,223.81,299.427,510.703,3.074,3.384,0.92,536
NLD,Europe,Netherlands,2020-11-24,499673,4917,5301,9060,90,60,28448.669,279.947,301.81,515.827,5.124,3.416,0.92,526
NLD,Europe,Netherlands,2020-11-25,504159,4486,5134,9134,74,58.857,28704.078,255.408,292.302,520.04,4.213,3.351,0.92,529
NLD,Europe,Netherlands,2020-11-26,509907,5748,5106.286,9209,75,59.143,29031.338,327.26,290.724,524.31,4.27,3.367,0.93,524
NLD,Europe,Netherlands,2020-11-27,514378,4471,4876.429,9292,83,63.571,29285.892,254.554,277.637,529.036,4.726,3.619,0.94,518
NLD,Europe,Netherlands,2020-11-28,519972,5594,4904,9351,59,65.143,29604.384,318.492,279.207,532.395,3.359,3.709,0.97,511
NLD,Europe,Netherlands,2020-11-29,524540,4568,4816.429,9374,23,65.429,29864.462,260.077,274.221,533.705,1.309,3.725,0.99,506
NLD,Europe,Netherlands,2020-11-30,528589,4049,4833.286,9401,27,61.571,30094.99,230.528,275.181,535.242,1.537,3.506,1.01,481
NLD,Europe,Netherlands,2020-12-01,533513,4924,4834.286,9463,62,57.571,30375.335,280.346,275.238,538.772,3.53,3.278,1.04,478
NLD,Europe,Netherlands,2020-12-02,539122,5609,4994.714,9529,66,56.429,30694.682,319.346,284.372,542.53,3.758,3.213,1.07,475
NLD,Europe,Netherlands,2020-12-03,545029,5907,5017.429,9590,61,54.429,31030.994,336.313,285.665,546.003,3.473,3.099,1.11,458
NLD,Europe,Netherlands,2020-12-04,551565,6536,5312.429,9649,59,51,31403.118,372.124,302.461,549.362,3.359,2.904,1.16,473
NLD,Europe,Netherlands,2020-12-05,558363,6798,5484.429,9688,39,48.143,31790.16,387.041,312.254,551.582,2.22,2.741,1.19,472
NLD,Europe,Netherlands,2020-12-06,565430,7067,5841.429,9713,25,48.429,32192.516,402.357,332.579,553.006,1.423,2.757,1.23,469
NLD,Europe,Netherlands,2020-12-07,571592,6162,6143.286,9730,17,47,32543.347,350.831,349.765,553.973,0.968,2.676,1.24,470
NLD,Europe,Netherlands,2020-12-08,578126,6534,6373.286,9801,71,48.286,32915.358,372.011,362.86,558.016,4.042,2.749,1.24,464
NLD,Europe,Netherlands,2020-12-09,586870,8744,6821.143,9867,66,48.286,33413.194,497.836,388.359,561.773,3.758,2.749,1.26,473
NLD,Europe,Netherlands,2020-12-10,595724,8854,7242.143,9928,61,48.286,33917.292,504.099,412.328,565.246,3.473,2.749,1.28,469
NLD,Europe,Netherlands,2020-12-11,604828,9104,7609,9992,64,49,34435.625,518.332,433.215,568.89,3.644,2.79,1.28,472
NLD,Europe,Netherlands,2020-12-12,614719,9891,8050.857,10045,53,51,34998.765,563.14,458.372,571.908,3.018,2.904,1.28,481
NLD,Europe,Netherlands,2020-12-13,623176,8457,8249.429,10074,29,51.571,35480.26,481.496,469.678,573.559,1.651,2.936,1.28,497
NLD,Europe,Netherlands,2020-12-14,629826,6650,8319.143,10108,34,54,35858.875,378.615,473.647,575.495,1.936,3.074,1.28,503
NLD,Europe,Netherlands,2020-12-15,641015,11189,8984.143,10194,86,56.143,36495.916,637.041,511.508,580.391,4.896,3.196,1.31,524
NLD,Europe,Netherlands,2020-12-16,653801,12786,9561.571,10272,78,57.857,37223.882,727.965,544.384,584.832,4.441,3.294,1.31,526
NLD,Europe,Netherlands,2020-12-17,665750,11949,10003.714,10347,75,59.857,37904.193,680.311,569.557,589.102,4.27,3.408,1.29,536
NLD,Europe,Netherlands,2020-12-18,677988,12238,10451.429,10431,84,62.714,38600.958,696.765,595.048,593.885,4.783,3.571,1.27,549
NLD,Europe,Netherlands,2020-12-19,691028,13040,10901.286,10485,54,62.857,39343.385,742.427,620.66,596.959,3.074,3.579,1.23,560
NLD,Europe,Netherlands,2020-12-20,702201,11173,11289.286,10517,32,63.286,39979.515,636.13,642.751,598.781,1.822,3.603,1.19,580
NLD,Europe,Netherlands,2020-12-21,712021,9820,11742.143,10545,28,62.429,40538.612,559.098,668.534,600.375,1.594,3.554,1.14,586
NLD,Europe,Netherlands,2020-12-22,722433,10412,11631.143,10659,114,66.429,41131.415,592.803,662.214,606.866,6.491,3.782,1.07,586
NLD,Europe,Netherlands,2020-12-23,733940,11507,11448.429,10763,104,70.143,41786.561,655.146,651.811,612.787,5.921,3.994,1.03,608
NLD,Europe,Netherlands,2020-12-24,745442,11502,11384.571,10852,89,72.143,42441.423,654.861,648.176,617.854,5.067,4.107,0.99,596
NLD,Europe,Netherlands,2020-12-25,755298,9856,11044.286,10950,98,74.143,43002.57,561.147,628.802,623.434,5.58,4.221,0.96,600
NLD,Europe,Netherlands,2020-12-26,764378,9080,10478.571,10996,46,73,43519.536,516.966,596.593,626.053,2.619,4.156,0.93,615
NLD,Europe,Netherlands,2020-12-27,771793,7415,9941.714,11024,28,72.429,43941.706,422.17,566.027,627.647,1.594,4.124,0.91,631
NLD,Europe,Netherlands,2020-12-28,779313,7520,9613.143,11069,45,74.857,44369.854,428.148,547.32,630.209,2.562,4.262,0.91,658
NLD,Europe,Netherlands,2020-12-29,788723,9410,9470,11239,170,82.857,44905.608,535.754,539.17,639.888,9.679,4.717,0.9,684
NLD,Europe,Netherlands,2020-12-30,798415,9692,9210.714,11351,112,84,45457.418,551.81,524.408,646.264,6.377,4.783,0.88,712
NLD,Europe,Netherlands,2020-12-31,806620,8205,8739.714,11459,108,86.714,45924.566,467.148,497.592,652.413,6.149,4.937,0.87,724
NLD,Europe,Netherlands,2021-01-01,815223,8603,8560.714,11556,97,86.571,46414.374,489.808,487.401,657.936,5.523,4.929,0.87,703
NLD,Europe,Netherlands,2021-01-02,822625,7402,8321,11592,36,85.143,46835.804,421.43,473.753,659.986,2.05,4.848,0.86,698
NLD,Europe,Netherlands,2021-01-03,829188,6563,8199.286,11639,47,87.857,47209.466,373.662,466.823,662.662,2.676,5.002,0.87,704
NLD,Europe,Netherlands,2021-01-04,835529,6341,8030.857,11702,63,90.429,47570.488,361.022,457.233,666.248,3.587,5.149,0.88,715
NLD,Europe,Netherlands,2021-01-05,842667,7138,7706.286,11889,187,92.857,47976.887,406.399,438.754,676.895,10.647,5.287,0.88,731
NLD,Europe,Netherlands,2021-01-06,852302,9635,7698.143,12026,137,96.429,48525.451,548.565,438.29,684.695,7.8,5.49,0.89,704
NLD,Europe,Netherlands,2021-01-07,860445,8143,7689.286,12111,85,93.143,48989.07,463.618,437.786,689.535,4.839,5.303,0.88,712
NLD,Europe,Netherlands,2021-01-08,867789,7344,7509.429,12198,87,91.714,49407.197,418.128,427.546,694.488,4.953,5.222,0.86,708
NLD,Europe,Netherlands,2021-01-09,874401,6612,7396.571,12334,136,106,49783.649,376.451,421.121,702.231,7.743,6.035,0.84,700
NLD,Europe,Netherlands,2021-01-10,879818,5417,7232.857,12388,54,107,50092.063,308.415,411.8,705.306,3.074,6.092,0.83,711
NLD,Europe,Netherlands,2021-01-11,884710,4892,7025.857,12438,50,105.143,50370.587,278.524,400.014,708.152,2.847,5.986,0.82,702
NLD,Europe,Netherlands,2021-01-12,890810,6100,6877.571,12590,152,100.143,50717.888,347.301,391.572,716.806,8.654,5.702,0.81,695
NLD,Europe,Netherlands,2021-01-13,897294,6484,6427.429,12712,122,98,51087.052,369.164,365.943,723.752,6.946,5.58,0.8,700
NLD,Europe,Netherlands,2021-01-14,903325,6031,6125.714,12801,89,98.571,51430.424,343.372,348.765,728.819,5.067,5.612,0.81,693
NLD,Europe,Netherlands,2021-01-15,908597,5272,5829.714,12895,94,99.571,51730.583,300.159,331.912,734.171,5.352,5.669,0.81,690
NLD,Europe,Netherlands,2021-01-16,914195,5598,5684.857,12992,97,94,52049.303,318.72,323.665,739.694,5.523,5.352,0.83,671
NLD,Europe,Netherlands,2021-01-17,918964,4769,5592.286,13033,41,92.143,52320.824,271.521,318.394,742.028,2.334,5.246,0.84,676
NLD,Europe,Netherlands,2021-01-18,923249,4285,5505.571,13083,50,92.143,52564.789,243.965,313.457,744.875,2.847,5.246,0.85,690
NLD,Europe,Netherlands,2021-01-19,928787,5538,5425.286,13189,106,85.571,52880.092,315.304,308.886,750.91,6.035,4.872,0.86,683
NLD,Europe,Netherlands,2021-01-20,934587,5800,5327.571,13275,86,80.429,53210.313,330.221,303.323,755.806,4.896,4.579,0.86,679
NLD,Europe,Netherlands,2021-01-21,940336,5749,5287.286,13364,89,80.429,53537.63,327.317,301.029,760.874,5.067,4.579,0.86,677
NLD,Europe,Netherlands,2021-01-22,945766,5430,5309.857,13449,85,79.143,53846.785,309.155,302.314,765.713,4.839,4.506,0.86,674
NLD,Europe,Netherlands,2021-01-23,950657,4891,5208.857,13537,88,77.857,54125.252,278.467,296.564,770.723,5.01,4.433,0.86,673
NLD,Europe,Netherlands,2021-01-24,954703,4046,5105.571,13567,30,76.286,54355.609,230.357,290.684,772.431,1.708,4.343,0.86,680
NLD,Europe,Netherlands,2021-01-25,958625,3922,5053.714,13606,39,74.714,54578.906,223.297,287.731,774.652,2.22,4.254,0.85,664
NLD,Europe,Netherlands,2021-01-26,963360,4735,4939,13692,86,71.857,54848.491,269.585,281.2,779.548,4.896,4.091,0.84,674
NLD,Europe,Netherlands,2021-01-27,968059,4699,4781.714,13760,68,69.286,55116.027,267.536,272.245,783.42,3.872,3.945,0.82,651
NLD,Europe,Netherlands,2021-01-28,972424,4365,4584,13843,83,68.429,55364.546,248.519,260.988,788.145,4.726,3.896,0.81,645
NLD,Europe,Netherlands,2021-01-29,976622,4198,4408,13899,56,64.286,55603.558,239.011,250.968,791.334,3.188,3.66,0.82,659
NLD,Europe,Netherlands,2021-01-30,980328,3706,4238.714,13986,87,64.143,55814.557,211,241.329,796.287,4.953,3.652,0.83,640
NLD,Europe,Netherlands,2021-01-31,983516,3188,4116.143,14025,39,65.429,55996.065,181.507,234.351,798.507,2.22,3.725,0.85,646
NLD,Europe,Netherlands,2021-02-01,987094,3578,4067,14052,27,63.714,56199.777,203.712,231.553,800.045,1.537,3.628,0.87,639
NLD,Europe,Netherlands,2021-02-02,991122,4028,3966,14135,83,63.286,56429.109,229.332,225.803,804.77,4.726,3.603,0.87,629
NLD,Europe,Netherlands,2021-02-03,995329,4207,3895.714,14196,61,62.286,56668.633,239.524,221.801,808.243,3.473,3.546,0.86,613
NLD,Europe,Netherlands,2021-02-04,999662,4333,3891.143,14261,65,59.714,56915.33,246.698,221.541,811.944,3.701,3.4,0.86,602
NLD,Europe,Netherlands,2021-02-05,1003747,4085,3875,14321,60,60.286,57147.908,232.578,220.621,815.36,3.416,3.432,0.86,573
NLD,Europe,Netherlands,2021-02-06,1007688,3941,3908.571,14382,61,56.571,57372.287,224.379,222.533,818.833,3.473,3.221,0.86,547
NLD,Europe,Netherlands,2021-02-07,1009909,2221,3770.429,14430,48,57.857,57498.739,126.452,214.668,821.566,2.733,3.294,0.84,535
NLD,Europe,Netherlands,2021-02-08,1011663,1754,3509.857,14455,25,57.571,57598.602,99.863,199.832,822.989,1.423,3.278,0.85,542
NLD,Europe,Netherlands,2021-02-09,1014860,3197,3391.143,14538,83,57.571,57780.622,182.02,193.073,827.715,4.726,3.278,0.89,550
NLD,Europe,Netherlands,2021-02-10,1019274,4414,3420.714,14617,79,60.143,58031.931,251.309,194.757,832.213,4.498,3.424,0.93,533
NLD,Europe,Netherlands,2021-02-11,1023628,4354,3423.714,14689,72,61.143,58279.824,247.893,194.928,836.312,4.099,3.481,0.96,537
NLD,Europe,Netherlands,2021-02-12,1027828,4200,3440.143,14754,65,61.857,58518.95,239.125,195.863,840.013,3.701,3.522,0.97,534
NLD,Europe,Netherlands,2021-02-13,1031278,3450,3370,14820,66,62.571,58715.374,196.424,191.87,843.77,3.758,3.562,0.97,538
NLD,Europe,Netherlands,2021-02-14,1034092,2814,3454.714,14843,23,59,58875.588,160.214,196.693,845.08,1.309,3.359,0.98,530
NLD,Europe,Netherlands,2021-02-15,1036796,2704,3590.429,14870,27,59.286,59029.539,153.951,204.42,846.617,1.537,3.375,1,536
NLD,Europe,Netherlands,2021-02-16,1040169,3373,3615.571,14956,86,59.714,59221.579,192.04,205.851,851.513,4.896,3.4,1.03,526
NLD,Europe,Netherlands,2021-02-17,1044695,4526,3631.571,15044,88,61,59479.265,257.686,206.762,856.524,5.01,3.473,1.07,520
NLD,Europe,Netherlands,2021-02-18,1049427,4732,3685.571,15116,72,61,59748.679,269.414,209.836,860.623,4.099,3.473,1.09,523
NLD,Europe,Netherlands,2021-02-19,1053998,4571,3738.571,15165,49,58.714,60008.927,260.248,212.854,863.413,2.79,3.343,1.11,510
NLD,Europe,Netherlands,2021-02-20,1058672,4674,3913.429,15227,62,58.143,60275.04,266.112,222.809,866.943,3.53,3.31,1.13,522
NLD,Europe,Netherlands,2021-02-21,1062834,4162,4106,15244,17,57.286,60512.001,236.962,233.773,867.911,0.968,3.262,1.13,534
NLD,Europe,Netherlands,2021-02-22,1066640,3806,4263.429,15276,32,58,60728.694,216.693,242.736,869.733,1.822,3.302,1.12,561
NLD,Europe,Netherlands,2021-02-23,1071007,4367,4405.429,15370,94,59.143,60977.328,248.633,250.821,875.084,5.352,3.367,1.11,538
NLD,Europe,Netherlands,2021-02-24,1076021,5014,4475.143,15433,63,55.571,61262.797,285.47,254.79,878.671,3.587,3.164,1.1,533
NLD,Europe,Netherlands,2021-02-25,1081135,5114,4529.714,15465,32,49.857,61553.961,291.163,257.897,880.493,1.822,2.839,1.08,526
NLD,Europe,Netherlands,2021-02-26,1086074,4939,4582.286,15530,65,52.143,61835.161,281.2,260.89,884.194,3.701,2.969,1.07,525
NLD,Europe,Netherlands,2021-02-27,1090745,4671,4581.857,15570,40,49,62101.102,265.941,260.866,886.471,2.277,2.79,1.06,518
NLD,Europe,Netherlands,2021-02-28,1094509,3764,4525,15590,20,49.429,62315.404,214.302,257.629,887.61,1.139,2.814,1.05,526
NLD,Europe,Netherlands,2021-03-01,1098493,3984,4550.429,15611,21,47.857,62542.231,226.827,259.077,888.806,1.196,2.725,1.05,536
NLD,Europe,Netherlands,2021-03-02,1103491,4998,4640.571,15676,65,43.714,62826.79,284.559,264.209,892.506,3.701,2.489,1.04,540
NLD,Europe,Netherlands,2021-03-03,1107609,4118,4512.571,15724,48,41.571,63061.247,234.457,256.921,895.239,2.733,2.367,1.02,549
NLD,Europe,Netherlands,2021-03-04,1112279,4670,4449.143,15757,33,41.714,63327.131,265.884,253.31,897.118,1.879,2.375,1.02,539
NLD,Europe,Netherlands,2021-03-05,1117616,5337,4506,15789,32,37,63630.991,303.86,256.547,898.94,1.822,2.107,1.04,541
NLD,Europe,Netherlands,2021-03-06,1122145,4529,4485.714,15830,41,37.143,63888.848,257.857,255.392,901.274,2.334,2.115,1.05,542
NLD,Europe,Netherlands,2021-03-07,1125979,3834,4495.714,15860,30,38.571,64107.135,218.287,255.962,902.982,1.708,2.196,1.07,545
NLD,Europe,Netherlands,2021-03-08,1130276,4297,4540.429,15888,28,39.571,64351.783,244.648,258.507,904.577,1.594,2.253,1.1,558
NLD,Europe,Netherlands,2021-03-09,1135550,5274,4579.857,15944,56,38.286,64652.056,300.273,260.752,907.765,3.188,2.18,1.12,556
NLD,Europe,Netherlands,2021-03-10,1140873,5323,4752,15975,31,35.857,64955.118,303.063,270.553,909.53,1.765,2.042,1.14,560
NLD,Europe,Netherlands,2021-03-11,1146900,6027,4945.857,16025,50,38.286,65298.263,343.145,281.59,912.377,2.847,2.18,1.15,572
