iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients
NLD,Europe,Netherlands,2022-07-25,8326432,9928,4088,22552,9,4.714,474061.861,565.246,232.749,1283.989,0.512,0.268,0.86,48
NLD,Europe,Netherlands,2022-07-26,8330910,4478,4004.571,22563,11,5.286,474316.814,254.953,227.999,1284.615,0.626,0.301,0.85,46
NLD,Europe,Netherlands,2022-07-27,8335027,4117,3949.429,22570,7,5.286,474551.213,234.4,224.859,1285.013,0.399,0.301,0.83,40
NLD,Europe,Netherlands,2022-07-28,8338711,3684,3833.714,22576,6,5.571,474760.96,209.747,218.271,1285.355,0.342,0.317,0.82,42
NLD,Europe,Netherlands,2022-07-29,8341943,3232,3634.143,22579,3,5.143,474944.973,184.013,206.908,1285.526,0.171,0.293,0.8,42
NLD,Europe,Netherlands,2022-07-30,8341943,0,3634.143,22579,0,5.143,474944.973,0,206.908,1285.526,0,0.293,0.8,
NLD,Europe,Netherlands,2022-07-31,8341943,0,3634.143,22579,0,5.143,474944.973,0,206.908,1285.526,0,0.293,0.79,
NLD,Europe,Netherlands,2022-08-01,8349270,7327,3262.571,22584,5,4.571,475362.132,417.16,185.753,1285.81,0.285,0.26,0.78,41
NLD,Europe,Netherlands,2022-08-02,8352592,3322,3097.429,22587,3,3.429,475551.269,189.137,176.351,1285.981,0.171,0.195,0.77,44
NLD,Europe,Netherlands,2022-08-03,8355508,2916,2925.857,22593,6,3.286,475717.29,166.021,166.582,1286.323,0.342,0.187,0.76,43
NLD,Europe,Netherlands,2022-08-04,8357946,2438,2747.857,22597,4,3,475856.097,138.806,156.448,1286.551,0.228,0.171,0.75,35
NLD,Europe,Netherlands,2022-08-05,8360416,2470,2639,22598,1,2.714,475996.725,140.628,150.25,1286.608,0.057,0.155,0.74,40
NLD,Europe,Netherlands,2022-08-06,8360416,0,2639,22598,0,2.714,475996.725,0,150.25,1286.608,0,0.155,0.74,
NLD,Europe,Netherlands,2022-08-07,8360416,0,2639,22598,0,2.714,475996.725,0,150.25,1286.608,0,0.155,0.73,
NLD,Europe,Netherlands,2022-08-08,8365292,4876,2288.857,22615,17,4.429,476274.338,277.613,130.315,1287.575,0.968,0.252,0.72,48
NLD,Europe,Netherlands,2022-08-09,8367480,2188,2126.857,22619,4,4.571,476398.911,124.573,121.092,1287.803,0.228,0.26,0.72,41
NLD,Europe,Netherlands,2022-08-10,8369599,2119,2013,22623,4,4.286,476519.555,120.644,114.609,1288.031,0.228,0.244,0.73,33
NLD,Europe,Netherlands,2022-08-11,8371361,1762,1916.429,22625,2,4,476619.874,100.319,109.111,1288.145,0.114,0.228,0.74,36
NLD,Europe,Netherlands,2022-08-12,8373241,1880,1832.143,22629,4,4.429,476726.911,107.037,104.312,1288.372,0.228,0.252,0.74,43
NLD,Europe,Netherlands,2022-08-13,8373241,0,1832.143,22629,0,4.429,476726.911,0,104.312,1288.372,0,0.252,0.76,
NLD,Europe,Netherlands,2022-08-14,8373241,0,1832.143,22629,0,4.429,476726.911,0,104.312,1288.372,0,0.252,0.78,
NLD,Europe,Netherlands,2022-08-15,8377251,4010,1708.429,22634,5,2.714,476955.219,228.308,97.269,1288.657,0.285,0.155,0.79,44
NLD,Europe,Netherlands,2022-08-16,8379176,1925,1670.857,22642,8,3.286,477064.818,109.599,95.13,1289.113,0.455,0.187,0.78,42
NLD,Europe,Netherlands,2022-08-17,8380856,1680,1608.143,22648,6,3.571,477160.468,95.65,91.559,1289.454,0.342,0.203,0.77,44
NLD,Europe,Netherlands,2022-08-18,8381195,339,1404.857,22652,4,3.857,477179.769,19.301,79.985,1289.682,0.228,0.22,0.75,40
NLD,Europe,Netherlands,2022-08-19,8383655,2460,1487.714,22661,9,4.571,477319.828,140.059,84.702,1290.194,0.512,0.26,0.8,43
NLD,Europe,Netherlands,2022-08-20,8383655,0,1487.714,22661,0,4.571,477319.828,0,84.702,1290.194,0,0.26,0.81,
NLD,Europe,Netherlands,2022-08-21,8383655,0,1487.714,22661,0,4.571,477319.828,0,84.702,1290.194,0,0.26,0.82,
NLD,Europe,Netherlands,2022-08-22,8386719,3064,1352.571,22670,9,5.143,477494.275,174.448,77.008,1290.707,0.512,0.293,0.82,43
NLD,Europe,Netherlands,2022-08-23,8388095,1376,1274.143,22674,4,4.571,477572.617,78.342,72.543,1290.935,0.228,0.26,0.81,41
NLD,Europe,Netherlands,2022-08-24,8389363,1268,1215.286,22677,3,4.143,477644.81,72.193,69.192,1291.105,0.171,0.236,0.81,32
NLD,Europe,Netherlands,2022-08-25,8390563,1200,1338.286,22679,2,3.857,477713.132,68.321,76.195,1291.219,0.114,0.22,0.8,30
NLD,Europe,Netherlands,2022-08-26,8391717,1154,1151.714,22681,2,2.857,477778.834,65.702,65.572,1291.333,0.114,0.163,0.79,34
NLD,Europe,Netherlands,2022-08-27,8391717,0,1151.714,22681,0,2.857,477778.834,0,65.572,1291.333,0,0.163,0.84,
NLD,Europe,Netherlands,2022-08-28,8391717,0,1151.714,22681,0,2.857,477778.834,0,65.572,1291.333,0,0.163,0.91,
NLD,Europe,Netherlands,2022-08-29,8394542,2825,1117.571,22685,4,2.143,477939.674,160.84,63.628,1291.561,0.228,0.122,1,30
NLD,Europe,Netherlands,2022-08-30,8395828,1286,1104.714,22686,1,1.714,478012.892,73.218,62.896,1291.618,0.057,0.098,0.97,31
NLD,Europe,Netherlands,2022-08-31,8397025,1197,1094.571,22687,1,1.429,478081.043,68.151,62.319,1291.675,0.057,0.081,1,28
NLD,Europe,Netherlands,2022-09-01,8399390,2365,1261,22687,0,1.143,478215.693,134.65,71.794,1291.675,0,0.065,0.99,33
NLD,Europe,Netherlands,2022-09-02,8399390,0,1096.143,22692,5,1.571,478215.693,0,62.408,1291.959,0.285,0.089,0.86,30
NLD,Europe,Netherlands,2022-09-03,8400531,1141,1259.143,22692,0,1.571,478280.656,64.962,71.689,1291.959,0,0.089,0.94,
NLD,Europe,Netherlands,2022-09-04,8401415,884,1385.429,22692,0,1.571,478330.986,50.33,78.879,1291.959,0,0.089,0.95,
NLD,Europe,Netherlands,2022-09-05,8402216,801,1096.286,22692,0,1,478376.59,45.605,62.417,1291.959,0,0.057,0.85,29
NLD,Europe,Netherlands,2022-09-06,8403680,1464,1121.714,22696,4,1.429,478459.943,83.352,63.864,1292.187,0.228,0.081,0.8,27
NLD,Europe,Netherlands,2022-09-07,8403680,0,950.714,22696,0,1.286,478459.943,0,54.129,1292.187,0,0.073,0.9,28
NLD,Europe,Netherlands,2022-09-08,8403680,0,612.857,22696,0,1.286,478459.943,0,34.893,1292.187,0,0.073,1.06,29
NLD,Europe,Netherlands,2022-09-09,8407705,4025,1187.857,22700,4,1.143,478689.104,229.162,67.63,1292.415,0.228,0.065,1.24,31
NLD,Europe,Netherlands,2022-09-10,8407705,0,1024.857,22700,0,1.143,478689.104,0,58.35,1292.415,0,0.065,1.23,
NLD,Europe,Netherlands,2022-09-11,8407705,0,898.571,22700,0,1.143,478689.104,0,51.16,1292.415,0,0.065,1.23,
NLD,Europe,Netherlands,2022-09-12,8407705,0,784.143,22700,0,1.143,478689.104,0,44.645,1292.415,0,0.065,1.28,29
NLD,Europe,Netherlands,2022-09-13,8412006,4301,1189.429,22707,7,1.571,478933.98,244.876,67.72,1292.813,0.399,0.089,1.38,29
NLD,Europe,Netherlands,2022-09-14,8412006,0,1189.429,22707,0,1.571,478933.98,0,67.72,1292.813,0,0.089,1.36,30
NLD,Europe,Netherlands,2022-09-15,8412006,0,1189.429,22707,0,1.571,478933.98,0,67.72,1292.813,0,0.089,1.35,27
NLD,Europe,Netherlands,2022-09-16,8416314,4308,1229.857,22713,6,1.857,479179.254,245.274,70.021,1293.155,0.342,0.106,1.35,31
NLD,Europe,Netherlands,2022-09-17,8416314,0,1229.857,22713,0,1.857,479179.254,0,70.021,1293.155,0,0.106,1.35,
NLD,Europe,Netherlands,2022-09-18,8416314,0,1229.857,22713,0,1.857,479179.254,0,70.021,1293.155,0,0.106,1.34,
NLD,Europe,Netherlands,2022-09-19,8416314,0,1229.857,22713,0,1.857,479179.254,0,70.021,1293.155,0,0.106,1.35,29
NLD,Europe,Netherlands,2022-09-20,8420814,4500,1258.286,22717,4,1.429,479435.46,256.206,71.64,1293.383,0.228,0.081,1.38,25
NLD,Europe,Netherlands,2022-09-21,8420814,0,1258.286,22717,0,1.429,479435.46,0,71.64,1293.383,0,0.081,1.44,26
NLD,Europe,Netherlands,2022-09-22,8420814,0,1258.286,22717,0,1.429,479435.46,0,71.64,1293.383,0,0.081,1.5,28
NLD,Europe,Netherlands,2022-09-23,8426196,5382,1411.714,22724,7,1.571,479741.881,306.422,80.375,1293.781,0.399,0.089,1.55,28
NLD,Europe,Netherlands,2022-09-24,8426196,0,1411.714,22724,0,1.571,479741.881,0,80.375,1293.781,0,0.089,1.58,
NLD,Europe,Netherlands,2022-09-25,8426196,0,1411.714,22724,0,1.571,479741.881,0,80.375,1293.781,0,0.089,1.61,
NLD,Europe,Netherlands,2022-09-26,8426200,4,1412.286,22724,0,1.571,479742.109,0.228,80.408,1293.781,0,0.089,1.68,33
NLD,Europe,Netherlands,2022-09-27,8433077,6877,1751.857,22730,6,1.857,480133.648,391.539,99.741,1294.123,0.342,0.106,1.77,35
NLD,Europe,Netherlands,2022-09-28,8433077,0,1751.857,22730,0,1.857,480133.648,0,99.741,1294.123,0,0.106,1.78,31
NLD,Europe,Netherlands,2022-09-29,8433077,0,1751.857,22730,0,1.857,480133.648,0,99.741,1294.123,0,0.106,1.82,36
NLD,Europe,Netherlands,2022-09-30,8441602,8525,2200.857,22737,7,1.857,480619.015,485.367,125.305,1294.521,0.399,0.106,1.87,41
NLD,Europe,Netherlands,2022-10-01,8441602,0,2200.857,22737,0,1.857,480619.015,0,125.305,1294.521,0,0.106,1.82,
NLD,Europe,Netherlands,2022-10-02,8441602,0,2200.857,22737,0,1.857,480619.015,0,125.305,1294.521,0,0.106,1.79,
NLD,Europe,Netherlands,2022-10-03,8441604,2,2200.571,22737,0,1.857,480619.129,0.114,125.289,1294.521,0,0.106,1.82,44
NLD,Europe,Netherlands,2022-10-04,8452092,10488,2716.429,22750,13,2.857,481216.259,597.13,154.659,1295.262,0.74,0.163,1.87,33
NLD,Europe,Netherlands,2022-10-05,8452092,0,2716.429,22750,0,2.857,481216.259,0,154.659,1295.262,0,0.163,1.83,38
NLD,Europe,Netherlands,2022-10-06,8452092,0,2716.429,22750,0,2.857,481216.259,0,154.659,1295.262,0,0.163,1.76,38
NLD,Europe,Netherlands,2022-10-07,8463695,11603,3156.143,22779,29,6,481876.871,660.612,179.694,1296.913,1.651,0.342,1.71,40
NLD,Europe,Netherlands,2022-10-08,8463695,0,3156.143,22779,0,6,481876.871,0,179.694,1296.913,0,0.342,1.62,
NLD,Europe,Netherlands,2022-10-09,8463695,0,3156.143,22779,0,6,481876.871,0,179.694,1296.913,0,0.342,1.54,
NLD,Europe,Netherlands,2022-10-10,8463695,0,3155.857,22779,0,6,481876.871,0,179.677,1296.913,0,0.342,1.47,47
NLD,Europe,Netherlands,2022-10-11,8475771,12076,3382.714,22789,10,5.571,482564.413,687.542,192.593,1297.482,0.569,0.317,1.42,47
NLD,Europe,Netherlands,2022-10-12,8475771,0,3382.714,22789,0,5.571,482564.413,0,192.593,1297.482,0,0.317,1.39,48
NLD,Europe,Netherlands,2022-10-13,8475771,0,3382.714,22789,0,5.571,482564.413,0,192.593,1297.482,0,0.317,1.36,46
NLD,Europe,Netherlands,2022-10-14,8486811,11040,3302.286,22808,19,4.143,483192.971,628.558,188.014,1298.564,1.082,0.236,1.34,37
NLD,Europe,Netherlands,2022-10-15,8486811,0,3302.286,22808,0,4.143,483192.971,0,188.014,1298.564,0,0.236,1.3,
NLD,Europe,Netherlands,2022-10-16,8486811,0,3302.286,22808,0,4.143,483192.971,0,188.014,1298.564,0,0.236,1.26,
NLD,Europe,Netherlands,2022-10-17,8486843,32,3306.857,22808,0,4.143,483194.793,1.822,188.275,1298.564,0,0.236,1.19,45
NLD,Europe,Netherlands,2022-10-18,8498484,11641,3244.714,22835,27,6.571,483857.568,662.775,184.736,1300.101,1.537,0.374,1.12,52
NLD,Europe,Netherlands,2022-10-19,8498484,0,3244.714,22835,0,6.571,483857.568,0,184.736,1300.101,0,0.374,1.08,65
NLD,Europe,Netherlands,2022-10-20,8498484,0,3244.714,22835,0,6.571,483857.568,0,184.736,1300.101,0,0.374,1.04,63
NLD,Europe,Netherlands,2022-10-21,8505486,7002,2667.857,22858,23,7.143,484256.224,398.656,151.893,1301.41,1.309,0.407,1,56
NLD,Europe,Netherlands,2022-10-22,8505486,0,2667.857,22858,0,7.143,484256.224,0,151.893,1301.41,0,0.407,1.06,
NLD,Europe,Netherlands,2022-10-23,8505486,0,2667.857,22858,0,7.143,484256.224,0,151.893,1301.41,0,0.407,1.12,
NLD,Europe,Netherlands,2022-10-24,8505500,14,2665.286,22859,1,7.286,484257.021,0.797,151.747,1301.467,0.057,0.415,1.15,55
NLD,Europe,Netherlands,2022-10-25,8516114,10614,2518.571,22873,14,5.429,484861.324,604.304,143.394,1302.265,0.797,0.309,1.17,55
NLD,Europe,Netherlands,2022-10-26,8516114,0,2518.571,22873,0,5.429,484861.324,0,143.394,1302.265,0,0.309,1.18,59
NLD,Europe,Netherlands,2022-10-27,8516114,0,2518.571,22873,0,5.429,484861.324,0,143.394,1302.265,0,0.309,,57
NLD,Europe,Netherlands,2022-10-28,8522623,6509,2448.143,22899,26,5.857,485231.912,370.587,139.384,1303.745,1.48,0.333,,53
NLD,Europe,Netherlands,2022-10-29,8522623,,,22899,,,485231.912,,,1303.745,,,,
NLD,Europe,Netherlands,2022-10-30,8522623,,,22899,,,485231.912,,,1303.745,,,,
POL,Europe,Poland,2020-03-04,1,1,,,,,0.025,0.025,,,,,,
POL,Europe,Poland,2020-03-05,1,0,,,,,0.025,0,,,,,,
POL,Europe,Poland,2020-03-06,5,4,,,,,0.125,0.1,,,,,,
POL,Europe,Poland,2020-03-07,5,0,,,,,0.125,0,,,,,,
POL,Europe,Poland,2020-03-08,11,6,,,,,0.276,0.151,,,,,,
POL,Europe,Poland,2020-03-09,16,5,2.286,,,,0.401,0.125,0.057,,,,,
POL,Europe,Poland,2020-03-10,22,6,3.143,,,,0.552,0.151,0.079,,,,,
POL,Europe,Poland,2020-03-11,31,9,4.286,,,,0.778,0.226,0.108,,,,,
POL,Europe,Poland,2020-03-12,49,18,6.857,1,1,,1.229,0.452,0.172,0.025,0.025,,,
POL,Europe,Poland,2020-03-13,68,19,9,2,1,,1.706,0.477,0.226,0.05,0.025,,,
POL,Europe,Poland,2020-03-14,103,35,14,3,1,,2.584,0.878,0.351,0.075,0.025,,,
POL,Europe,Poland,2020-03-15,119,16,15.429,3,0,,2.986,0.401,0.387,0.075,0,,2.46,
POL,Europe,Poland,2020-03-16,177,58,23,4,1,,4.441,1.455,0.577,0.1,0.025,,2.51,
POL,Europe,Poland,2020-03-17,238,61,30.857,5,1,0.714,5.971,1.53,0.774,0.125,0.025,0.018,2.47,
POL,Europe,Poland,2020-03-18,251,13,31.429,5,0,0.714,6.297,0.326,0.789,0.125,0,0.018,2.4,
POL,Europe,Poland,2020-03-19,355,104,43.714,5,0,0.571,8.907,2.609,1.097,0.125,0,0.014,2.42,
POL,Europe,Poland,2020-03-20,425,70,51,5,0,0.429,10.663,1.756,1.28,0.125,0,0.011,2.36,
POL,Europe,Poland,2020-03-21,536,111,61.857,5,0,0.286,13.448,2.785,1.552,0.125,0,0.007,2.3,
POL,Europe,Poland,2020-03-22,634,98,73.571,7,2,0.571,15.907,2.459,1.846,0.176,0.05,0.014,2.23,
POL,Europe,Poland,2020-03-23,749,115,81.714,8,1,0.571,18.792,2.885,2.05,0.201,0.025,0.014,2.14,
POL,Europe,Poland,2020-03-24,901,152,94.714,10,2,0.714,22.606,3.814,2.376,0.251,0.05,0.018,2.1,
POL,Europe,Poland,2020-03-25,1051,150,114.286,14,4,1.286,26.369,3.763,2.867,0.351,0.1,0.032,2.05,
POL,Europe,Poland,2020-03-26,1221,170,123.714,16,2,1.571,30.634,4.265,3.104,0.401,0.05,0.039,1.93,
POL,Europe,Poland,2020-03-27,1389,168,137.714,16,0,1.571,34.849,4.215,3.455,0.401,0,0.039,1.89,
POL,Europe,Poland,2020-03-28,1638,249,157.429,18,2,1.857,41.097,6.247,3.95,0.452,0.05,0.047,1.87,
POL,Europe,Poland,2020-03-29,1862,224,175.429,22,4,2.143,46.717,5.62,4.401,0.552,0.1,0.054,1.81,
POL,Europe,Poland,2020-03-30,2055,193,186.571,31,9,3.286,51.559,4.842,4.681,0.778,0.226,0.082,1.75,
POL,Europe,Poland,2020-03-31,2311,256,201.429,33,2,3.286,57.982,6.423,5.054,0.828,0.05,0.082,1.72,
POL,Europe,Poland,2020-04-01,2554,243,214.714,43,10,4.143,64.079,6.097,5.387,1.079,0.251,0.104,1.72,
POL,Europe,Poland,2020-04-02,2946,392,246.429,57,14,5.857,73.914,9.835,6.183,1.43,0.351,0.147,1.71,
POL,Europe,Poland,2020-04-03,3383,437,284.857,71,14,7.857,84.878,10.964,7.147,1.781,0.351,0.197,1.66,
POL,Europe,Poland,2020-04-04,3627,244,284.143,79,8,8.714,91,6.122,7.129,1.982,0.201,0.219,1.57,
POL,Europe,Poland,2020-04-05,4102,475,320,94,15,10.286,102.918,11.918,8.029,2.358,0.376,0.258,1.53,
POL,Europe,Poland,2020-04-06,4413,311,336.857,107,13,10.857,110.72,7.803,8.452,2.685,0.326,0.272,1.46,
POL,Europe,Poland,2020-04-07,4848,435,362.429,129,22,13.714,121.634,10.914,9.093,3.237,0.552,0.344,1.39,
POL,Europe,Poland,2020-04-08,5205,357,378.714,159,30,16.571,130.591,8.957,9.502,3.989,0.753,0.416,1.31,
POL,Europe,Poland,2020-04-09,5575,370,375.571,174,15,16.714,139.875,9.283,9.423,4.366,0.376,0.419,1.24,
POL,Europe,Poland,2020-04-10,5955,380,367.429,181,7,15.714,149.409,9.534,9.219,4.541,0.176,0.394,1.18,
POL,Europe,Poland,2020-04-11,6356,401,389.857,208,27,18.429,159.47,10.061,9.781,5.219,0.677,0.462,1.14,
POL,Europe,Poland,2020-04-12,6674,318,367.429,232,24,19.714,167.448,7.978,9.219,5.821,0.602,0.495,1.08,
POL,Europe,Poland,2020-04-13,6934,260,360.143,245,13,19.714,173.971,6.523,9.036,6.147,0.326,0.495,1.07,
POL,Europe,Poland,2020-04-14,7202,268,336.286,263,18,19.143,180.695,6.724,8.437,6.599,0.452,0.48,1.06,
POL,Europe,Poland,2020-04-15,7582,380,339.571,286,23,18.143,190.229,9.534,8.52,7.176,0.577,0.455,1.08,
POL,Europe,Poland,2020-04-16,7918,336,334.714,314,28,20,198.659,8.43,8.398,7.878,0.703,0.502,1.1,
POL,Europe,Poland,2020-04-17,8379,461,346.286,332,18,21.571,210.226,11.566,8.688,8.33,0.452,0.541,1.11,
POL,Europe,Poland,2020-04-18,8742,363,340.857,347,15,19.857,219.333,9.108,8.552,8.706,0.376,0.498,1.11,
POL,Europe,Poland,2020-04-19,9287,545,373.286,360,13,18.286,233.007,13.674,9.366,9.032,0.326,0.459,1.1,
POL,Europe,Poland,2020-04-20,9593,306,379.857,380,20,19.286,240.685,7.677,9.53,9.534,0.502,0.484,1.04,
POL,Europe,Poland,2020-04-21,9856,263,379.143,401,21,19.714,247.283,6.599,9.513,10.061,0.527,0.495,1,
POL,Europe,Poland,2020-04-22,10169,313,369.571,426,25,20,255.136,7.853,9.272,10.688,0.627,0.502,0.98,
POL,Europe,Poland,2020-04-23,10511,342,370.429,454,28,20,263.717,8.581,9.294,11.391,0.703,0.502,0.99,
POL,Europe,Poland,2020-04-24,10892,381,359,494,40,23.143,273.276,9.559,9.007,12.394,1.004,0.581,0.99,
POL,Europe,Poland,2020-04-25,11273,381,361.571,524,30,25.286,282.835,9.559,9.072,13.147,0.753,0.634,0.99,
POL,Europe,Poland,2020-04-26,11617,344,332.857,535,11,25,291.466,8.631,8.351,13.423,0.276,0.627,0.97,
POL,Europe,Poland,2020-04-27,11902,285,329.857,562,27,26,298.616,7.151,8.276,14.1,0.677,0.652,0.95,
POL,Europe,Poland,2020-04-28,12218,316,337.429,596,34,27.857,306.545,7.928,8.466,14.953,0.853,0.699,0.94,
POL,Europe,Poland,2020-04-29,12640,422,353,624,28,28.286,317.133,10.588,8.857,15.656,0.703,0.71,0.94,
POL,Europe,Poland,2020-04-30,12877,237,338,644,20,27.143,323.079,5.946,8.48,16.158,0.502,0.681,0.91,
POL,Europe,Poland,2020-05-01,13105,228,316.143,651,7,22.429,328.799,5.72,7.932,16.333,0.176,0.563,0.91,
POL,Europe,Poland,2020-05-02,13375,270,300.286,664,13,20,335.573,6.774,7.534,16.659,0.326,0.502,0.93,
POL,Europe,Poland,2020-05-03,13693,318,296.571,678,14,20.429,343.552,7.978,7.441,17.011,0.351,0.513,0.97,
POL,Europe,Poland,2020-05-04,14006,313,300.571,698,20,19.429,351.405,7.853,7.541,17.513,0.502,0.487,1,
POL,Europe,Poland,2020-05-05,14431,425,316.143,716,18,17.143,362.068,10.663,7.932,17.964,0.452,0.43,1.02,
POL,Europe,Poland,2020-05-06,14740,309,300,733,17,15.571,369.821,7.753,7.527,18.391,0.427,0.391,1.02,
POL,Europe,Poland,2020-05-07,15047,307,310,755,22,15.857,377.523,7.703,7.778,18.943,0.552,0.398,1.02,
POL,Europe,Poland,2020-05-08,15366,319,323,776,21,17.857,385.527,8.004,8.104,19.47,0.527,0.448,1.03,
POL,Europe,Poland,2020-05-09,15651,285,325.143,785,9,17.286,392.677,7.151,8.158,19.695,0.226,0.434,1.05,
POL,Europe,Poland,2020-05-10,15996,345,329,800,15,17.429,401.333,8.656,8.254,20.072,0.376,0.437,1.08,
POL,Europe,Poland,2020-05-11,16326,330,331.429,811,11,16.143,409.613,8.28,8.315,20.348,0.276,0.405,1.1,
POL,Europe,Poland,2020-05-12,16921,595,355.714,839,28,17.571,424.541,14.928,8.925,21.05,0.703,0.441,1.12,
POL,Europe,Poland,2020-05-13,17204,283,352,861,22,18.286,431.642,7.1,8.832,21.602,0.552,0.459,1.08,
POL,Europe,Poland,2020-05-14,17615,411,366.857,883,22,18.286,441.953,10.312,9.204,22.154,0.552,0.459,1.07,
POL,Europe,Poland,2020-05-15,18016,401,378.571,907,24,18.714,452.014,10.061,9.498,22.756,0.602,0.47,1.04,
POL,Europe,Poland,2020-05-16,18257,241,372.286,915,8,18.571,458.061,6.047,9.341,22.957,0.201,0.466,1.01,
POL,Europe,Poland,2020-05-17,18529,272,361.857,925,10,17.857,464.885,6.824,9.079,23.208,0.251,0.448,1.01,
POL,Europe,Poland,2020-05-18,18885,356,365.571,936,11,17.857,473.817,8.932,9.172,23.484,0.276,0.448,1.04,
POL,Europe,Poland,2020-05-19,19268,383,335.286,948,12,15.571,483.427,9.609,8.412,23.785,0.301,0.391,1.06,
POL,Europe,Poland,2020-05-20,19739,471,362.143,962,14,14.429,495.244,11.817,9.086,24.136,0.351,0.362,1.09,
POL,Europe,Poland,2020-05-21,20143,404,361.143,972,10,12.714,505.38,10.136,9.061,24.387,0.251,0.319,1.09,
POL,Europe,Poland,2020-05-22,20619,476,371.857,982,10,10.714,517.323,11.943,9.33,24.638,0.251,0.269,1.08,
POL,Europe,Poland,2020-05-23,20931,312,382,993,11,11.143,525.151,7.828,9.584,24.914,0.276,0.28,1.04,
POL,Europe,Poland,2020-05-24,21326,395,399.571,996,3,10.143,535.061,9.91,10.025,24.989,0.075,0.254,1.03,
POL,Europe,Poland,2020-05-25,21631,305,392.286,1007,11,10.143,542.713,7.652,9.842,25.265,0.276,0.254,1.01,
POL,Europe,Poland,2020-05-26,22074,443,400.857,1024,17,10.857,553.828,11.115,10.057,25.692,0.427,0.272,1.01,
POL,Europe,Poland,2020-05-27,22473,399,390.571,1028,4,9.429,563.839,10.011,9.799,25.792,0.1,0.237,1,
POL,Europe,Poland,2020-05-28,22825,352,383.143,1038,10,9.429,572.67,8.832,9.613,26.043,0.251,0.237,0.98,
POL,Europe,Poland,2020-05-29,23155,330,362.286,1051,13,9.857,580.95,8.28,9.09,26.369,0.326,0.247,0.96,
POL,Europe,Poland,2020-05-30,23571,416,377.143,1061,10,9.714,591.387,10.437,9.462,26.62,0.251,0.244,0.95,
POL,Europe,Poland,2020-05-31,23786,215,351.429,1064,3,9.714,596.781,5.394,8.817,26.695,0.075,0.244,0.93,
POL,Europe,Poland,2020-06-01,24165,379,362,1074,10,9.571,606.29,9.509,9.082,26.946,0.251,0.24,0.94,
POL,Europe,Poland,2020-06-02,24395,230,331.571,1092,18,9.714,612.061,5.771,8.319,27.398,0.452,0.244,0.95,
POL,Europe,Poland,2020-06-03,24687,292,316.286,1115,23,12.429,619.387,7.326,7.935,27.975,0.577,0.312,1,
POL,Europe,Poland,2020-06-04,25048,361,317.571,1117,2,11.286,628.444,9.057,7.968,28.025,0.05,0.283,1.07,
POL,Europe,Poland,2020-06-05,25410,362,322.143,1137,20,12.286,637.527,9.082,8.082,28.527,0.502,0.308,1.14,
POL,Europe,Poland,2020-06-06,25986,576,345,1153,16,13.143,651.978,14.452,8.656,28.928,0.401,0.33,1.2,
POL,Europe,Poland,2020-06-07,26561,575,396.429,1157,4,13.286,666.405,14.427,9.946,29.029,0.1,0.333,1.21,
POL,Europe,Poland,2020-06-08,27160,599,427.857,1166,9,13.143,681.434,15.029,10.735,29.254,0.226,0.33,1.17,
POL,Europe,Poland,2020-06-09,27560,400,452.143,1183,17,13,691.47,10.036,11.344,29.681,0.427,0.326,1.09,
POL,Europe,Poland,2020-06-10,27842,282,450.714,1206,23,13,698.545,7.075,11.308,30.258,0.577,0.326,1.02,
POL,Europe,Poland,2020-06-11,28201,359,450.429,1215,9,14,707.552,9.007,11.301,30.484,0.226,0.351,1,
POL,Europe,Poland,2020-06-12,28577,376,452.429,1222,7,12.143,716.986,9.434,11.351,30.659,0.176,0.305,0.99,
POL,Europe,Poland,2020-06-13,29017,440,433,1237,15,12,728.025,11.039,10.864,31.036,0.376,0.301,0.99,
POL,Europe,Poland,2020-06-14,29392,375,404.429,1247,10,12.857,737.434,9.409,10.147,31.287,0.251,0.323,0.98,
POL,Europe,Poland,2020-06-15,29788,396,375.429,1256,9,12.857,747.369,9.935,9.419,31.513,0.226,0.323,0.98,
POL,Europe,Poland,2020-06-16,30195,407,376.429,1272,16,12.714,757.581,10.211,9.444,31.914,0.401,0.319,0.98,
POL,Europe,Poland,2020-06-17,30701,506,408.429,1286,14,11.429,770.276,12.695,10.247,32.265,0.351,0.287,0.96,
POL,Europe,Poland,2020-06-18,31015,314,402,1316,30,14.429,778.154,7.878,10.086,33.018,0.753,0.362,0.91,
POL,Europe,Poland,2020-06-19,31316,301,391.286,1334,18,16,785.706,7.552,9.817,33.47,0.452,0.401,0.87,
POL,Europe,Poland,2020-06-20,31620,304,371.857,1346,12,15.571,793.333,7.627,9.33,33.771,0.301,0.391,0.85,
POL,Europe,Poland,2020-06-21,31931,311,362.714,1356,10,15.571,801.136,7.803,9.1,34.022,0.251,0.391,0.85,
POL,Europe,Poland,2020-06-22,32227,296,348.429,1359,3,14.714,808.563,7.427,8.742,34.097,0.075,0.369,0.85,
POL,Europe,Poland,2020-06-23,32527,300,333.143,1375,16,14.714,816.09,7.527,8.358,34.498,0.401,0.369,0.85,
POL,Europe,Poland,2020-06-24,32821,294,302.857,1396,21,15.714,823.466,7.376,7.599,35.025,0.527,0.394,0.85,
