new_cases_per_million_nl,new_deaths_per_million_nl,new_cases_per_million_pl,new_deaths_per_million_pl,NL_retail_and_recreation,NL_grocery_and_pharmacy,NL_parks,NL_transit,NL_workplaces,NL_residential,PL_retail_and_recreation,PL_grocery_and_pharmacy,PL_parks,PL_transit,PL_workplaces,PL_residential
73.503,0.228,5.871,0.0,6.0,12.0,83.0,-4.0,8.0,-2.0,13.0,44.0,203.0,17.0,5.0,-3.0
74.641,0.171,4.692,0.0,7.0,8.0,111.0,-25.0,-33.0,3.0,24.0,43.0,221.0,-9.0,-51.0,6.0
99.465,0.342,22.33,0.251,6.0,13.0,101.0,-28.0,-30.0,4.0,-37.0,-60.0,256.0,-27.0,-81.0,15.0
95.65,0.228,4.341,0.025,5.0,6.0,117.0,-22.0,-28.0,2.0,10.0,40.0,85.0,4.0,2.0,1.0
95.024,0.171,22.857,0.728,7.0,12.0,132.0,-28.0,-41.0,5.0,8.0,33.0,81.0,3.0,5.0,1.0
74.186,0.057,15.254,0.627,2.0,7.0,118.0,-23.0,-31.0,2.0,7.0,33.0,78.0,2.0,7.0,0.0
84.377,0.228,17.563,0.351,-3.0,12.0,81.0,-6.0,1.0,-2.0,6.0,25.0,120.0,16.0,23.0,-2.0
70.257,0.114,4.993,0.0,7.0,15.0,89.0,6.0,15.0,-4.0,19.0,57.0,135.0,21.0,26.0,-3.0
61.945,0.114,4.616,0.0,0.0,8.0,81.0,-20.0,-17.0,2.0,11.0,31.0,84.0,6.0,9.0,-1.0
90.127,0.171,18.24,0.301,0.0,13.0,70.0,-21.0,-16.0,2.0,13.0,36.0,112.0,11.0,10.0,-1.0
79.424,0.342,14.201,0.351,2.0,10.0,69.0,-17.0,-15.0,1.0,14.0,35.0,106.0,11.0,10.0,-1.0
81.303,0.285,12.57,0.276,-2.0,9.0,59.0,-19.0,-15.0,1.0,13.0,37.0,95.0,10.0,10.0,-1.0
71.965,0.0,11.767,0.276,-2.0,9.0,86.0,-17.0,-16.0,1.0,11.0,36.0,84.0,10.0,11.0,-2.0
75.552,0.114,10.889,0.527,-3.0,6.0,112.0,0.0,4.0,-3.0,10.0,26.0,117.0,22.0,20.0,-3.0
57.39,0.0,3.487,0.0,11.0,16.0,137.0,8.0,10.0,-4.0,25.0,58.0,154.0,30.0,26.0,-4.0
46.743,0.0,2.384,0.0,-4.0,8.0,54.0,-21.0,-17.0,3.0,11.0,31.0,94.0,9.0,10.0,-1.0
74.698,0.171,12.796,0.251,4.0,14.0,97.0,-18.0,-15.0,1.0,7.0,31.0,84.0,7.0,10.0,0.0
68.208,0.0,9.685,0.326,4.0,11.0,105.0,-17.0,-15.0,1.0,12.0,33.0,106.0,10.0,10.0,-1.0
81.758,0.228,9.007,0.301,-8.0,3.0,39.0,-20.0,-16.0,2.0,11.0,35.0,132.0,12.0,10.0,-2.0
59.326,0.285,7.903,0.326,-8.0,5.0,53.0,-18.0,-17.0,2.0,8.0,35.0,108.0,10.0,10.0,-2.0
67.069,0.057,8.405,0.326,-2.0,8.0,83.0,-2.0,4.0,-3.0,5.0,23.0,77.0,14.0,17.0,-1.0
43.498,0.0,2.384,0.0,10.0,15.0,109.0,6.0,10.0,-3.0,7.0,33.0,77.0,16.0,21.0,-1.0
41.961,0.0,1.631,0.0,-4.0,8.0,33.0,-21.0,-17.0,3.0,10.0,31.0,93.0,8.0,10.0,-1.0
67.752,0.114,10.513,0.401,5.0,18.0,57.0,-18.0,-15.0,2.0,7.0,31.0,77.0,6.0,5.0,1.0
60.294,0.285,7.1,0.151,16.0,23.0,114.0,-10.0,-16.0,-2.0,11.0,34.0,62.0,6.0,5.0,1.0
51.412,0.057,6.573,0.151,14.0,18.0,146.0,-24.0,-50.0,6.0,6.0,32.0,58.0,6.0,8.0,0.0
50.729,0.171,6.624,0.151,-3.0,5.0,114.0,-2.0,-1.0,-2.0,4.0,23.0,67.0,12.0,17.0,-1.0
47.028,0.057,2.082,0.0,-3.0,11.0,38.0,-5.0,8.0,-2.0,15.0,40.0,105.0,23.0,23.0,-2.0
56.194,0.0,2.057,0.0,1.0,12.0,51.0,-21.0,-18.0,3.0,6.0,29.0,59.0,5.0,9.0,0.0
70.997,0.228,8.681,0.176,3.0,15.0,63.0,-19.0,-16.0,2.0,11.0,34.0,110.0,11.0,10.0,-1.0
78.171,0.114,6.423,0.201,2.0,13.0,62.0,-18.0,-16.0,1.0,26.0,37.0,110.0,12.0,8.0,-1.0
87.395,0.057,5.495,0.176,2.0,11.0,73.0,-19.0,-16.0,1.0,11.0,34.0,106.0,11.0,9.0,0.0
83.124,0.0,5.921,0.125,2.0,11.0,142.0,-15.0,-18.0,0.0,9.0,34.0,128.0,12.0,9.0,-3.0
81.929,0.057,6.398,0.276,-1.0,11.0,138.0,2.0,3.0,-3.0,5.0,25.0,133.0,20.0,19.0,-3.0
70.542,0.0,1.556,0.0,-11.0,-14.0,75.0,-6.0,-2.0,-1.0,30.0,62.0,202.0,35.0,24.0,-5.0
55.625,0.0,1.33,0.0,12.0,-5.0,85.0,-39.0,-81.0,14.0,10.0,33.0,99.0,12.0,8.0,-1.0
85.516,0.0,8.48,0.151,3.0,21.0,81.0,-18.0,-17.0,1.0,6.0,31.0,100.0,10.0,8.0,0.0
101.173,0.057,5.068,0.176,-8.0,7.0,35.0,-21.0,-16.0,3.0,10.0,34.0,100.0,11.0,8.0,0.0
138.294,0.171,6.875,0.151,0.0,13.0,64.0,-19.0,-16.0,2.0,10.0,34.0,93.0,12.0,8.0,0.0
127.249,0.114,6.197,0.025,0.0,9.0,101.0,-14.0,-17.0,0.0,13.0,38.0,111.0,14.0,9.0,-2.0
0.0,0.0,6.599,0.05,-2.0,5.0,124.0,5.0,4.0,-3.0,11.0,28.0,172.0,31.0,23.0,-5.0
0.0,0.0,1.405,0.0,9.0,14.0,112.0,7.0,11.0,-3.0,28.0,60.0,176.0,38.0,28.0,-5.0
351.685,0.228,1.129,0.0,2.0,12.0,76.0,-19.0,-19.0,2.0,10.0,32.0,64.0,9.0,6.0,0.0
163.63,0.0,8.054,0.226,7.0,17.0,109.0,-17.0,-16.0,1.0,14.0,39.0,105.0,13.0,6.0,0.0
194.432,0.057,5.821,0.176,7.0,16.0,128.0,-15.0,-17.0,1.0,30.0,71.0,147.0,24.0,2.0,-5.0
237.189,0.285,5.72,0.075,6.0,16.0,114.0,-16.0,-18.0,1.0,-39.0,-56.0,255.0,-25.0,-80.0,16.0
219.654,0.057,1.204,0.0,2.0,13.0,160.0,-14.0,-20.0,0.0,18.0,44.0,180.0,-1.0,-38.0,5.0
0.0,0.0,6.398,0.075,-8.0,8.0,153.0,0.0,-1.0,-3.0,1.0,21.0,205.0,23.0,8.0,-5.0
0.0,0.0,1.631,0.0,-1.0,15.0,57.0,-1.0,10.0,-2.0,17.0,53.0,172.0,39.0,22.0,-7.0
583.693,0.114,1.179,0.0,2.0,13.0,77.0,-19.0,-20.0,2.0,7.0,32.0,62.0,9.0,3.0,1.0
272.887,0.114,9.384,0.176,6.0,17.0,110.0,-18.0,-17.0,2.0,11.0,36.0,100.0,11.0,3.0,1.0
274.766,0.057,8.129,0.1,7.0,13.0,128.0,-15.0,-18.0,1.0,17.0,38.0,137.0,14.0,4.0,-1.0
313.539,0.114,7.652,0.025,2.0,10.0,108.0,-17.0,-19.0,2.0,19.0,44.0,150.0,15.0,4.0,-2.0
294.124,0.228,8.681,0.176,0.0,9.0,91.0,-18.0,-20.0,1.0,14.0,38.0,152.0,14.0,6.0,-2.0
0.0,0.0,8.631,0.125,-3.0,6.0,94.0,-1.0,2.0,-2.0,3.0,24.0,194.0,29.0,21.0,-5.0
0.0,0.0,2.434,0.0,13.0,18.0,92.0,4.0,12.0,-3.0,51.0,204.0,175.0,38.0,40.0,-7.0
733.26,0.228,2.208,0.0,0.0,10.0,60.0,-21.0,-21.0,3.0,9.0,29.0,143.0,10.0,-4.0,0.0
328.968,0.228,17.437,0.075,11.0,20.0,119.0,-18.0,-18.0,2.0,8.0,33.0,124.0,8.0,-5.0,2.0
357.037,0.455,13.674,0.1,8.0,15.0,129.0,-17.0,-19.0,1.0,14.0,35.0,143.0,11.0,-4.0,0.0
370.758,0.455,14.753,0.0,-2.0,10.0,58.0,-22.0,-19.0,3.0,11.0,36.0,139.0,11.0,-5.0,1.0
345.934,0.171,16.108,0.125,1.0,11.0,109.0,-17.0,-20.0,1.0,4.0,32.0,111.0,5.0,-6.0,1.0
0.0,0.0,15.43,0.151,-2.0,7.0,128.0,1.0,1.0,-3.0,6.0,28.0,154.0,23.0,14.0,-4.0
0.0,0.0,3.964,0.0,7.0,16.0,99.0,2.0,9.0,-2.0,23.0,62.0,203.0,34.0,23.0,-6.0
783.477,0.171,2.986,0.0,8.0,17.0,93.0,-20.0,-23.0,3.0,13.0,35.0,147.0,10.0,-8.0,0.0
378.786,0.512,26.971,0.05,11.0,21.0,106.0,-19.0,-19.0,2.0,10.0,33.0,127.0,6.0,-9.0,2.0
366.089,0.228,24.186,0.075,8.0,16.0,90.0,-19.0,-20.0,2.0,15.0,35.0,137.0,8.0,-9.0,1.0
415.395,0.285,26.796,0.226,0.0,10.0,52.0,-22.0,-20.0,3.0,14.0,36.0,142.0,9.0,-8.0,1.0
381.576,0.171,26.244,0.0,1.0,10.0,114.0,-20.0,-22.0,1.0,11.0,36.0,109.0,7.0,-8.0,1.0
0.0,0.0,31.713,0.1,-7.0,6.0,102.0,-2.0,-1.0,-2.0,9.0,28.0,157.0,26.0,15.0,-4.0
0.0,0.0,7.125,0.0,2.0,13.0,82.0,0.0,6.0,-2.0,18.0,41.0,110.0,24.0,17.0,-2.0
877.533,0.114,5.695,0.0,7.0,14.0,102.0,-24.0,-27.0,3.0,17.0,37.0,110.0,8.0,-12.0,1.0
422.056,0.171,51.032,0.125,10.0,18.0,147.0,-22.0,-24.0,3.0,14.0,35.0,145.0,8.0,-11.0,2.0
387.497,0.228,41.297,0.151,6.0,14.0,132.0,-23.0,-25.0,2.0,17.0,36.0,178.0,10.0,-11.0,1.0
401.73,0.228,46.165,0.1,4.0,13.0,100.0,-23.0,-25.0,3.0,17.0,39.0,177.0,12.0,-11.0,1.0
370.986,0.285,49.502,0.05,-2.0,6.0,130.0,-20.0,-27.0,3.0,9.0,34.0,145.0,8.0,-11.0,1.0
0.0,0.0,53.466,0.0,-7.0,7.0,134.0,1.0,-3.0,-2.0,5.0,25.0,124.0,23.0,11.0,-3.0
0.0,0.0,9.961,0.0,6.0,17.0,159.0,8.0,5.0,-3.0,29.0,59.0,189.0,38.0,21.0,-5.0
741.971,0.569,8.004,0.0,1.0,11.0,169.0,-28.0,-35.0,7.0,16.0,36.0,169.0,11.0,-15.0,3.0
288.203,0.399,81.491,0.125,-9.0,5.0,195.0,-34.0,-36.0,14.0,12.0,37.0,217.0,9.0,-14.0,11.0
256.376,0.399,71.53,0.276,1.0,13.0,131.0,-26.0,-32.0,4.0,14.0,38.0,218.0,8.0,-15.0,1.0
255.864,0.228,75.219,0.151,-5.0,7.0,66.0,-31.0,-33.0,6.0,12.0,40.0,214.0,7.0,-14.0,1.0
263.55,0.342,76.072,0.151,0.0,9.0,132.0,-23.0,-33.0,3.0,8.0,38.0,176.0,7.0,-14.0,1.0
0.0,0.0,87.513,0.301,-9.0,5.0,132.0,-4.0,-4.0,-2.0,0.0,26.0,177.0,23.0,10.0,-3.0
0.0,0.0,16.082,0.0,-2.0,7.0,146.0,-3.0,1.0,-2.0,25.0,55.0,192.0,35.0,18.0,-5.0
565.246,0.512,14.753,0.0,6.0,13.0,131.0,-30.0,-40.0,6.0,16.0,39.0,201.0,9.0,-16.0,1.0
254.953,0.626,128.032,0.351,10.0,17.0,151.0,-29.0,-38.0,5.0,14.0,38.0,170.0,7.0,-16.0,4.0
234.4,0.399,93.308,0.276,7.0,10.0,155.0,-27.0,-37.0,4.0,21.0,39.0,197.0,11.0,-16.0,2.0
209.747,0.342,87.412,0.301,4.0,10.0,129.0,-30.0,-38.0,5.0,20.0,41.0,223.0,12.0,-15.0,1.0
184.013,0.171,84.953,0.226,-3.0,5.0,151.0,-27.0,-39.0,4.0,12.0,37.0,183.0,8.0,-15.0,1.0
0.0,0.0,92.43,0.351,-12.0,0.0,139.0,-1.0,-8.0,-2.0,4.0,25.0,140.0,22.0,9.0,-2.0
0.0,0.0,16.283,0.0,-10.0,5.0,65.0,-10.0,1.0,0.0,13.0,41.0,118.0,26.0,15.0,-1.0
417.16,0.285,15.48,0.0,7.0,12.0,153.0,-30.0,-45.0,6.0,21.0,41.0,192.0,14.0,-16.0,2.0
189.137,0.171,141.631,0.552,10.0,15.0,201.0,-29.0,-43.0,6.0,18.0,40.0,229.0,11.0,-16.0,2.0
166.021,0.342,112.176,0.401,2.0,6.0,208.0,-28.0,-43.0,4.0,19.0,38.0,242.0,10.0,-16.0,1.0
138.806,0.228,112.351,0.502,-2.0,8.0,146.0,-32.0,-44.0,6.0,17.0,39.0,249.0,9.0,-17.0,1.0
140.628,0.057,107.634,0.427,-5.0,4.0,149.0,-30.0,-44.0,4.0,9.0,35.0,197.0,6.0,-17.0,1.0
0.0,0.0,110.52,0.376,-12.0,0.0,145.0,1.0,-11.0,-1.0,7.0,26.0,174.0,23.0,7.0,-3.0
0.0,0.0,17.513,0.0,4.0,10.0,153.0,4.0,3.0,-3.0,35.0,65.0,218.0,42.0,20.0,-5.0
277.613,0.968,15.029,0.0,8.0,12.0,165.0,-30.0,-47.0,6.0,21.0,38.0,182.0,12.0,-15.0,1.0
124.573,0.228,149.509,0.652,10.0,15.0,215.0,-29.0,-45.0,5.0,19.0,38.0,210.0,9.0,-15.0,2.0
120.644,0.228,112.376,0.778,1.0,6.0,209.0,-29.0,-44.0,4.0,25.0,40.0,218.0,12.0,-15.0,1.0
100.319,0.114,108.262,0.502,-5.0,6.0,169.0,-33.0,-45.0,6.0,23.0,42.0,212.0,12.0,-15.0,1.0
107.037,0.228,105.928,0.351,-12.0,2.0,181.0,-31.0,-45.0,5.0,15.0,41.0,196.0,10.0,-16.0,0.0
0.0,0.0,116.391,0.552,-20.0,-2.0,161.0,-9.0,-11.0,-1.0,9.0,35.0,200.0,27.0,7.0,-4.0
0.0,0.0,19.444,0.0,-7.0,7.0,153.0,-2.0,2.0,-1.0,30.0,66.0,237.0,34.0,13.0,-4.0
228.308,0.285,19.344,0.0,6.0,14.0,148.0,-29.0,-43.0,8.0,-24.0,-52.0,337.0,-15.0,-80.0,13.0
109.599,0.455,20.222,0.0,9.0,16.0,190.0,-27.0,-41.0,8.0,21.0,51.0,194.0,11.0,-16.0,4.0
95.65,0.342,179.943,0.627,-2.0,6.0,103.0,-30.0,-40.0,9.0,22.0,41.0,219.0,12.0,-13.0,4.0
19.301,0.228,132.172,0.703,5.0,11.0,136.0,-27.0,-40.0,8.0,19.0,41.0,223.0,11.0,-12.0,4.0
140.059,0.512,120.907,0.853,-3.0,6.0,136.0,-25.0,-40.0,7.0,11.0,35.0,182.0,7.0,-12.0,5.0
0.0,0.0,121.032,0.527,-9.0,3.0,140.0,-1.0,-6.0,0.0,7.0,26.0,170.0,23.0,17.0,0.0
0.0,0.0,19.194,0.0,5.0,14.0,126.0,4.0,7.0,-1.0,16.0,47.0,131.0,25.0,23.0,0.0
174.448,0.512,18.115,0.0,9.0,16.0,133.0,-25.0,-34.0,7.0,16.0,34.0,127.0,9.0,-11.0,5.0
78.342,0.228,154.853,0.703,12.0,20.0,169.0,-22.0,-32.0,6.0,14.0,34.0,156.0,9.0,-9.0,6.0
72.193,0.171,110.219,0.677,8.0,14.0,171.0,-24.0,-32.0,5.0,19.0,36.0,174.0,12.0,-9.0,5.0
68.321,0.114,96.545,0.778,1.0,12.0,137.0,-25.0,-32.0,7.0,18.0,37.0,189.0,14.0,-9.0,4.0
65.702,0.114,96.595,1.004,0.0,12.0,125.0,-27.0,-32.0,6.0,11.0,36.0,175.0,10.0,-9.0,3.0
0.0,0.0,98.577,0.577,-5.0,6.0,128.0,2.0,-4.0,0.0,4.0,21.0,227.0,27.0,18.0,-2.0
0.0,0.0,15.229,0.0,8.0,18.0,112.0,5.0,9.0,-1.0,66.0,203.0,148.0,39.0,41.0,-4.0
160.84,0.228,13.95,0.0,6.0,16.0,94.0,-26.0,-29.0,5.0,14.0,27.0,125.0,10.0,-7.0,4.0
73.218,0.057,132.975,0.728,9.0,20.0,123.0,-34.0,-27.0,5.0,15.0,33.0,131.0,9.0,-5.0,4.0
68.151,0.057,95.993,0.853,7.0,15.0,112.0,-24.0,-26.0,4.0,21.0,36.0,117.0,11.0,-5.0,3.0
134.65,0.0,83.774,0.652,2.0,12.0,96.0,-18.0,-25.0,2.0,23.0,44.0,128.0,15.0,-8.0,2.0
0.0,0.285,86.609,0.276,0.0,10.0,122.0,-15.0,-27.0,2.0,9.0,35.0,111.0,12.0,-3.0,-1.0
64.962,0.0,82.093,0.577,-6.0,6.0,121.0,7.0,-3.0,-2.0,8.0,26.0,154.0,21.0,19.0,-2.0
50.33,0.0,12.595,0.0,2.0,17.0,99.0,9.0,7.0,-2.0,17.0,62.0,144.0,25.0,25.0,-2.0
45.605,0.0,11.993,0.0,0.0,12.0,96.0,-16.0,-26.0,3.0,12.0,35.0,103.0,14.0,-3.0,0.0
83.352,0.228,146.448,0.527,2.0,17.0,109.0,-16.0,-24.0,2.0,8.0,34.0,116.0,13.0,-3.0,1.0
0.0,0.0,111.599,0.502,1.0,13.0,92.0,-16.0,-24.0,2.0,11.0,34.0,121.0,14.0,-3.0,0.0
0.0,0.0,105.953,0.627,-8.0,8.0,47.0,-18.0,-24.0,3.0,8.0,35.0,104.0,13.0,-3.0,0.0
229.162,0.228,114.133,0.351,-9.0,7.0,70.0,-36.0,-25.0,3.0,10.0,38.0,93.0,13.0,-2.0,0.0
0.0,0.0,124.695,0.477,-9.0,6.0,90.0,-1.0,-2.0,-1.0,9.0,25.0,90.0,17.0,15.0,0.0
0.0,0.0,16.258,0.0,6.0,16.0,99.0,5.0,9.0,-2.0,-1.0,36.0,63.0,15.0,21.0,1.0
0.0,0.0,16.534,0.0,0.0,10.0,90.0,-15.0,-24.0,2.0,11.0,33.0,79.0,12.0,-1.0,1.0
244.876,0.399,197.455,0.703,1.0,15.0,93.0,-17.0,-23.0,2.0,7.0,32.0,95.0,11.0,-2.0,1.0
0.0,0.0,153.724,0.477,-4.0,11.0,70.0,-16.0,-23.0,3.0,10.0,33.0,87.0,12.0,-2.0,1.0
0.0,0.0,146.975,0.427,-7.0,10.0,49.0,-18.0,-23.0,3.0,9.0,34.0,84.0,11.0,-1.0,1.0
245.274,0.342,136.161,0.627,-8.0,8.0,55.0,-20.0,-23.0,3.0,6.0,32.0,76.0,9.0,1.0,0.0
0.0,0.0,136.262,0.251,-10.0,7.0,54.0,-4.0,-2.0,0.0,4.0,23.0,88.0,15.0,16.0,-1.0
0.0,0.0,16.935,0.0,-12.0,8.0,6.0,-5.0,2.0,1.0,-8.0,29.0,40.0,9.0,18.0,2.0
0.0,0.0,18.065,0.0,-8.0,9.0,43.0,-19.0,-23.0,4.0,4.0,28.0,41.0,6.0,1.0,2.0
256.206,0.228,192.538,0.401,0.0,19.0,69.0,-17.0,-21.0,3.0,3.0,30.0,63.0,7.0,1.0,2.0
0.0,0.0,141.355,0.602,0.0,15.0,77.0,-16.0,-21.0,2.0,6.0,31.0,62.0,7.0,1.0,2.0
0.0,0.0,123.892,0.527,-2.0,13.0,64.0,-16.0,-21.0,2.0,7.0,33.0,77.0,11.0,2.0,1.0
306.422,0.399,111.222,0.477,-2.0,13.0,67.0,-15.0,-22.0,2.0,5.0,32.0,77.0,9.0,3.0,1.0
0.0,0.0,113.581,0.627,-6.0,9.0,45.0,-4.0,-2.0,0.0,5.0,23.0,116.0,19.0,17.0,-1.0
0.0,0.0,18.591,0.0,12.0,23.0,70.0,8.0,8.0,-2.0,5.0,45.0,104.0,21.0,22.0,-1.0
0.228,0.0,18.341,0.0,-10.0,7.0,11.0,-20.0,-21.0,5.0,4.0,29.0,59.0,8.0,5.0,2.0
391.539,0.342,162.631,0.627,-5.0,14.0,24.0,-18.0,-20.0,4.0,2.0,29.0,62.0,8.0,4.0,3.0
0.0,0.0,122.262,0.703,-1.0,15.0,35.0,-17.0,-19.0,3.0,6.0,30.0,62.0,9.0,4.0,2.0
0.0,0.0,107.108,0.753,-2.0,13.0,35.0,-17.0,-19.0,3.0,8.0,34.0,74.0,11.0,5.0,1.0
485.367,0.399,97.498,0.753,0.0,12.0,61.0,-14.0,-19.0,2.0,9.0,34.0,62.0,11.0,7.0,0.0
0.0,0.0,89.444,0.728,-4.0,10.0,44.0,-2.0,-1.0,0.0,7.0,25.0,80.0,19.0,15.0,0.0
0.0,0.0,7.728,0.0,4.0,19.0,56.0,3.0,6.0,0.0,-4.0,35.0,54.0,14.0,18.0,2.0
0.114,0.0,5.645,0.0,5.0,18.0,62.0,-15.0,-19.0,3.0,7.0,31.0,38.0,11.0,6.0,2.0
597.13,0.74,115.889,0.828,4.0,20.0,72.0,-15.0,-17.0,3.0,5.0,31.0,69.0,12.0,7.0,2.0
0.0,0.0,80.086,0.728,-1.0,15.0,52.0,-17.0,-18.0,3.0,7.0,31.0,78.0,13.0,7.0,1.0
0.0,0.0,72.258,1.054,-3.0,13.0,47.0,-17.0,-16.0,3.0,7.0,33.0,94.0,14.0,8.0,1.0
660.612,1.651,65.885,1.029,-2.0,12.0,60.0,-17.0,-18.0,2.0,8.0,33.0,92.0,14.0,8.0,-1.0
0.0,0.0,93.634,0.326,-4.0,10.0,62.0,-2.0,-2.0,0.0,7.0,25.0,114.0,20.0,16.0,-2.0
0.0,0.0,11.566,0.0,9.0,17.0,82.0,6.0,5.0,-1.0,7.0,40.0,100.0,21.0,19.0,-1.0
0.0,0.0,9.685,0.0,-8.0,8.0,31.0,-21.0,-18.0,4.0,8.0,32.0,70.0,12.0,8.0,1.0
687.542,0.569,82.495,1.129,-1.0,16.0,60.0,-18.0,-16.0,3.0,7.0,32.0,77.0,12.0,8.0,1.0
0.0,0.0,59.211,0.552,-2.0,13.0,53.0,-18.0,-16.0,3.0,10.0,32.0,76.0,13.0,8.0,1.0
0.0,0.0,47.871,0.602,-9.0,8.0,11.0,-19.0,-16.0,4.0,12.0,36.0,89.0,16.0,8.0,0.0
628.558,1.082,43.781,0.552,-7.0,11.0,30.0,-19.0,-17.0,4.0,11.0,34.0,78.0,11.0,-2.0,1.0
0.0,0.0,39.968,0.778,-6.0,10.0,29.0,-6.0,-2.0,1.0,9.0,26.0,90.0,20.0,16.0,0.0
